ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
GIN,Guinea,0.189755231,0.189201895,0.197247626,0.205704838,0.20172337,0.198034988,0.213932725,0.230284894,0.223372511,0.215304099,0.212793975,0.236493632,0.265860992,0.273096717,0.305914453,0.304143576,0.304103812,0.302603812
GNB,Guinea-Bissau,0.128727777,0.128727777,0.127206546,0.125685301,0.148299375,0.170913443,0.17730739,0.183701335,0.185043312,0.190372597,0.19227633,0.201961217,0.214705712,0.233055244,0.24625986,0.264475868,0.266515973,0.254849307
GUY,Guyana,0.289181549,0.293965996,0.301207719,0.295709804,0.288228809,0.28975241,0.294980173,0.292255362,0.29980521,0.319653633,0.344932433,0.383651361,0.427402885,0.396470568,0.415790845,0.428236658,0.437927182,0.454760515
HTI,Haiti,0.237290846,0.237290846,0.240713368,0.244468871,0.244415137,0.244826668,0.231325827,0.218162633,0.226835884,0.238178617,0.251339688,0.294730786,0.338347257,0.362503392,0.393828513,0.416381636,0.387114128,0.382614128
HND,Honduras,0.228731763,0.232313805,0.23550424,0.243672886,0.247656338,0.251050205,0.259221451,0.273236557,0.275702258,0.292735626,0.306666227,0.317794901,0.37658357,0.416569896,0.41877285,0.424018513,0.421011824,0.415678491
HUN,Hungary,0.444418405,0.460580432,0.472869262,0.498539782,0.523853472,0.56952462,0.624371216,0.684062537,0.735272512,0.783958911,0.809275115,0.824047479,0.823700787,0.807618518,0.792171673,0.786793575,0.786399598,0.781066265
ISL,Iceland,0.570201777,0.582916054,0.607906115,0.640869935,0.696609651,0.752562864,0.784699049,0.82276578,0.866644586,0.897619886,0.907325948,0.903976776,0.903018836,0.892525393,0.881377634,0.880777303,0.88057912,0.877245787
IND,India,0.312976452,0.316359162,0.318642996,0.324380338,0.328843852,0.33347979,0.32458339,0.317735152,0.332595637,0.333210171,0.347421015,0.366181502,0.384064342,0.401774844,0.420870436,0.473643922,0.483763267,0.482763267
IDN,Indonesia,0.277550221,0.278894631,0.271387882,0.263691089,0.267615842,0.271768809,0.263791702,0.263630937,0.279150398,0.298757853,0.313926789,0.33347367,0.36375867,0.416055735,0.442077137,0.487042044,0.486128451,0.483961785
IRN,"Iran, Islamic Republic of",0.31494395,0.323623557,0.333598546,0.343471621,0.351733442,0.36088116,0.359335003,0.344499645,0.35894262,0.370645199,0.336788104,0.358925159,0.416421252,0.482433789,0.506242573,0.560188238,0.590364818,0.596198151
IRQ,Iraq,0.237640089,0.237640089,0.238556445,0.239472798,0.244659468,0.252020033,0.249274852,0.246674471,0.24213898,0.238755025,0.253380005,0.302967971,0.321652283,0.345755139,0.360372003,0.39188604,0.400147132,0.400147132
IRL,Ireland,0.584906836,0.599334337,0.623537092,0.662586096,0.707451877,0.755841284,0.788933448,0.798368456,0.816154958,0.833207586,0.839757024,0.859700101,0.874284733,0.859767533,0.871214536,0.895013484,0.896703781,0.893703781
ISR,Israel,0.561540698,0.591118332,0.613337292,0.630087583,0.657556787,0.704234891,0.746655714,0.781752402,0.769884304,0.767335315,0.772594076,0.779424751,0.789639221,0.784984299,0.794090262,0.796814656,0.804766113,0.80243278
ITA,Italy,0.562893734,0.57479443,0.605647295,0.63339606,0.667938476,0.714222308,0.754672037,0.763904024,0.776622822,0.789194307,0.793425623,0.789507274,0.798147892,0.772722902,0.768335288,0.742179147,0.741806172,0.756806172
JAM,Jamaica,0.299490811,0.300151696,0.305329511,0.310587799,0.309051577,0.347181362,0.379383771,0.434251732,0.459498151,0.488179838,0.4824805,0.503864835,0.525288032,0.539423348,0.538220179,0.54039793,0.544270306,0.543770306
JPN,Japan,0.600559504,0.631174096,0.656481392,0.678348404,0.69808279,0.721215286,0.733113773,0.740938171,0.757235266,0.778837605,0.793518383,0.814769355,0.831080061,0.831420159,0.837495004,0.840554588,0.838445624,0.836612291
JOR,Jordan,0.397596563,0.407316149,0.423620564,0.435852822,0.445684971,0.464480579,0.480160287,0.490486875,0.526139778,0.55490815,0.608210764,0.643429359,0.662527241,0.684715073,0.675843619,0.651697143,0.65548058,0.655147246
KAZ,Kazakhstan,0.390195414,0.371996314,0.365724238,0.359662992,0.349506323,0.368528914,0.399180092,0.428106156,0.462412605,0.49416078,0.570867327,0.587338933,0.638561688,0.635379638,0.619849488,0.622267347,0.633835056,0.633335056
KEN,Kenya,0.209229823,0.209232998,0.206486313,0.203738675,0.211445562,0.219685577,0.222159708,0.22484788,0.228665197,0.235924392,0.244961949,0.260318078,0.274933584,0.300264507,0.311827358,0.337270102,0.338171128,0.327837795
KIR,Kiribati,0.541177544,0.541177544,0.509841441,0.478580704,0.50209284,0.525325882,0.528316406,0.531311567,0.499382022,0.502148582,0.540358699,0.552762198,0.545088991,0.50686798,0.486106446,0.498113662,0.499652364,0.482152364
PRK,"Korea, Democratic People's Republic of",0.160946366,0.160946366,0.160806513,0.160666655,0.162314963,0.163963265,0.150137055,0.136310842,0.15170023,0.133399525,0.149831339,0.122728011,0.141598618,0.143927665,0.125441772,0.125228188,0.124732122,0.124732122
KOR,"Korea, Republic of",0.550892287,0.585492549,0.646037025,0.691069502,0.739617953,0.75540215,0.766103735,0.781055211,0.776400109,0.796232096,0.808100538,0.804753249,0.827420691,0.800324343,0.810493259,0.813381599,0.816823042,0.815156376
KWT,Kuwait,0.449153809,0.472476922,0.470194483,0.473700054,0.476838787,0.493969471,0.532511868,0.562261697,0.569452801,0.605719231,0.611266012,0.608820355,0.61329525,0.610085976,0.620646603,0.586543807,0.576484645,0.575317978
KGZ,Kyrgyzstan,0.321260919,0.3285993,0.340688983,0.360688329,0.35979225,0.382298457,0.412549608,0.432180208,0.424291547,0.424093939,0.43301727,0.449959358,0.479968584,0.551451238,0.602670128,0.60469443,0.595071142,0.594571142
LAO,Laos,0.211442976,0.215128496,0.22014907,0.221828087,0.220455169,0.219078745,0.216617975,0.217520767,0.213835556,0.232085942,0.255120035,0.281256953,0.312804999,0.343248177,0.375877495,0.400758455,0.401977345,0.400310679
