ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
LAO,Lao People's Democratic Republic,0.311787525,0.311787525,0.292484403,0.273181269,0.273589778,0.273998285,0.215765285,0.157532271,0.13560343,0.193691507,0.175516557,0.164599566,0.168256883,0.169798309,0.1709197,0.174928874,0.179325911,0.179325911
LVA,Latvia,0.626455362,0.626455362,0.639254963,0.652054566,0.643291855,0.634529137,0.648540652,0.662552163,0.647064939,0.637580842,0.654578755,0.664757127,0.661722236,0.651036618,0.669574375,0.65543374,0.648004105,0.648004105
LBN,Lebanon,0.441001116,0.441001116,0.434136361,0.427271607,0.434865224,0.442458837,0.399345386,0.356231928,0.390671206,0.413530865,0.442714291,0.425047052,0.406668803,0.415726903,0.429269731,0.433632538,0.418966908,0.418966908
LSO,Lesotho,0.395542474,0.395542474,0.373268795,0.350995095,0.391278005,0.431560924,0.465806225,0.500051528,0.509288714,0.471119499,0.468449379,0.531162663,0.496406134,0.47922863,0.475005252,0.472007957,0.474833731,0.474833731
LBR,Liberia,0.201546167,0.201546167,0.248359179,0.295172189,0.281520295,0.267868389,0.246428967,0.224989504,0.193392646,0.239025608,0.439201238,0.460602611,0.460083411,0.45151374,0.45235817,0.449595822,0.440442617,0.440442617
LBY,Libyan Arab Jamahiriya,0.220087368,0.220087368,0.200737119,0.181386885,0.181543446,0.181700043,0.161930561,0.142161091,0.147438524,0.140086352,0.124576622,0.11217738,0.119862252,0.122525497,0.12558821,0.120026519,0.185328225,0.185328225
LIE,Liechtenstein,0.807778822,0.807778822,0.803364325,0.798949816,0.799426079,0.799902377,0.780484557,0.761066743,0.764947965,0.777443738,0.79090815,0.748978805,0.761023254,0.766114908,0.802780846,0.811928911,0.8144022,0.8144022
LTU,Lithuania,0.687973497,0.687973497,0.682943559,0.677913629,0.670012796,0.662111957,0.670017695,0.677923424,0.676647527,0.675889697,0.67626863,0.67044159,0.67596232,0.667170817,0.676795288,0.678553885,0.667552951,0.667552951
LUX,Luxembourg,0.805160439,0.805160439,0.801426554,0.797692652,0.79562223,0.793551812,0.782619715,0.771687661,0.7911296,0.823905919,0.807503736,0.804472286,0.802533225,0.804623137,0.805167536,0.809421381,0.814501429,0.814501429
MDG,Madagascar,0.449907971,0.449907971,0.486860943,0.523813914,0.51997598,0.516138045,0.488650565,0.461163084,0.505603015,0.497216682,0.47187281,0.475528993,0.46821405,0.431693192,0.329236938,0.335034892,0.332324561,0.332324561
MWI,Malawi,0.459415194,0.459415194,0.476966557,0.494517918,0.479830883,0.46514385,0.41836822,0.371592585,0.415076511,0.399196111,0.404206514,0.449141161,0.445915293,0.45000433,0.467795025,0.458851156,0.448329199,0.448329199
MYS,Malaysia,0.487353767,0.487353767,0.462084702,0.436815635,0.434619921,0.432424206,0.418123758,0.403823315,0.39553909,0.449231619,0.462574311,0.396453379,0.396658272,0.388994194,0.40021992,0.401997122,0.411191203,0.411191203
MDV,Maldives,0.426310182,0.426310182,0.431258315,0.436206449,0.429974699,0.423742953,0.410854793,0.397966636,0.315161219,0.276348993,0.301378174,0.29789047,0.315055316,0.437422636,0.482563461,0.479878751,0.460155807,0.460155807
MLI,Mali,0.477035717,0.477035717,0.471249551,0.465463381,0.471857172,0.47825096,0.515938404,0.553625853,0.575104923,0.558429359,0.550768735,0.555054707,0.53847647,0.532307161,0.509187818,0.52753077,0.527768805,0.527768805
MLT,Malta,0.729532908,0.729532908,0.725144815,0.720756736,0.727043605,0.733330468,0.73093667,0.728542895,0.76419871,0.768145007,0.745206367,0.7370883,0.74571531,0.746977483,0.727548767,0.730087541,0.724639471,0.724639471
MHL,Marshall Islands,0.744351313,0.744351313,0.745406008,0.746460694,0.747386694,0.748312702,0.745874286,0.743435868,0.741941014,0.734776363,0.734317396,0.735613858,0.73509168,0.741214139,0.72890882,0.72541196,0.735785566,0.735785566
MRT,Mauritania,0.392990687,0.392990687,0.373594809,0.354198936,0.341982031,0.329765145,0.330636048,0.331506964,0.326378532,0.271037946,0.306188455,0.323417105,0.358266253,0.305229833,0.305228198,0.307720088,0.309231146,0.309231146
MUS,Mauritius,0.665257817,0.665257817,0.6852368,0.705215783,0.701832461,0.698449152,0.676955056,0.655460951,0.669429223,0.670706313,0.670842976,0.67446768,0.670040118,0.665790644,0.657872953,0.650714722,0.650081327,0.650081327
MEX,Mexico,0.48460425,0.48460425,0.49039775,0.49619125,0.517363054,0.53853486,0.549703276,0.560871693,0.560657635,0.56452387,0.538870482,0.522112567,0.515972998,0.518548925,0.528693,0.5241562,0.517930748,0.517930748
FSM,"Micronesia, Federated States of",0.721731872,0.721731872,0.707741737,0.693751596,0.696135759,0.698519922,0.700415421,0.702310931,0.707405958,0.669281762,0.699525624,0.71899404,0.717937209,0.723313082,0.720174995,0.716188674,0.713767385,0.713767385
MDA,"Moldova, Republic of",0.483472147,0.483472147,0.492590266,0.501708385,0.477152969,0.452597554,0.4166839,0.380770246,0.392212077,0.384958945,0.397345665,0.446342864,0.439142554,0.43659492,0.435303281,0.47829112,0.495137685,0.495137685
MCO,Monaco,0.718715947,0.718715947,0.719664454,0.720612963,0.720661569,0.720710183,0.718461251,0.716212318,0.689733816,0.68158772,0.682091113,0.688561006,0.690386188,0.697768509,0.693380278,0.707282059,0.707067384,0.707067384
MKD,Macedonia,0.400945992,0.400945992,0.419621491,0.438296994,0.42722131,0.416145629,0.436154372,0.456163111,0.49303601,0.47147151,0.484931484,0.527377156,0.549760403,0.5358769,0.529824496,0.518323421,0.501598121,0.501598121
MNG,Mongolia,0.569891758,0.569891758,0.58523041,0.600569052,0.582318389,0.564067723,0.56615839,0.568249052,0.562505887,0.551968697,0.510358194,0.542137648,0.555802302,0.548729456,0.511317301,0.502521424,0.498631043,0.498631043
